date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2018-11-02,209.55,213.65,205.43,207.48,91328654,-14.57,-6.63%,205.0858,18997053764.46,756707
2018-11-01,219.05,222.36,216.81,222.22,58323180,3.321,1.54%,219.6557,12809078166.99,505939
2018-10-31,216.88,220.45,216.62,218.86,38358933,5.496,2.61%,216.3345,8397638151.12,301133
2018-10-30,211.15,215.18,209.27,213.30,36659990,1.048,0.50%,210.8386,7801156678.24,351264
2018-10-29,219.19,219.69,206.09,212.24,45935520,-4.013,-1.88%,209.7909,9856869192.07,385851
2018-10-26,215.90,220.19,212.67,216.30,47258375,-3.46,-1.59%,213.804,10218834662.44,438794
2018-10-25,217.71,221.38,216.75,219.80,29855768,4.656,2.19%,217.2636,6551724475.73,278373
2018-10-24,222.60,224.23,214.54,215.09,40925163,-7.552,-3.43%,212.608,8980255212.70,388915
2018-10-23,215.83,223.25,214.70,222.73,38767846,2.056,0.94%,220.1598,8483108612.58,382397
2018-10-22,219.79,223.36,218.94,220.65,28792082,1.325,0.61%,218.1038,6371341061.14,263554
2018-10-19,218.06,221.26,217.43,219.31,33078726,3.252,1.52%,216.7793,7256154661.03,290878
2018-10-18,217.86,219.74,213.00,216.02,32581315,-5.11,-2.34%,213.5272,7069638291.99,311071
2018-10-17,222.30,222.64,219.34,221.19,22885397,-0.949,-0.43%,218.6376,5057852616.22,227314
2018-10-16,218.93,222.99,216.7627,222.15,29183963,4.735,2.20%,219.5865,6420438210.89,267902
2018-10-15,221.16,221.83,217.27,217.36,30791007,-4.695,-2.14%,214.8518,6735178653.88,257522
2018-10-12,220.42,222.88,216.84,222.11,40337851,7.572,3.57%,219.547,8890162972.87,343459
2018-10-11,214.52,219.50,212.32,214.45,53124392,-1.888,-0.88%,211.9754,11465738501.49,545021
2018-10-10,225.46,226.35,216.05,216.36,41990554,-10.389,-4.63%,213.8633,9281625480.64,406132
2018-10-09,223.64,227.27,222.2462,226.87,26891029,3.064,1.39%,224.252,6066841758.13,247145
2018-10-08,222.21,224.80,220.20,223.77,29663923,-0.514,-0.23%,221.1878,6608590882.19,260884
2018-10-05,227.96,228.41,220.58,224.29,33580463,-3.657,-1.62%,221.7018,7534786772.89,316509
2018-10-04,230.78,232.35,226.73,227.99,32042000,-4.033,-1.76%,225.3591,7331019014.18,284901
